Accession,Submitters,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
NC_055790,"Valenzuela,R.K., Sawyer,E., Patton,C.J., Kotturi,H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Silverleaf,dsDNA,73210,"USA: Oklohoma City, OK",OK,Mycolicibacterium smegmatis MC2 155,,2017-01-01
NC_055791,"Montgomery,L.N., Ray,S.M., Barba,J., Russ,E.M., Bhuiyan,S., Nayek,S., Hughes,L.E., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Streptomyces phage EGole,dsDNA,135653,"USA: Fort Worth, TX",TX,Streptomyces griseus,,2017-09-03
NC_055792,"Montgomery,M.T., Markle,J.M., Sellers,L., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Walrus,dsDNA,52024,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2016-07-01
NC_055793,"Tariq,M.A., Everest,F.L.C., Cowley,L.A., Wright,R., Holt,G.S., Ingram,H., Duignan,L.A.M., Lanyon,C.V., Perry,A., Perry,J.D., Bourke,S., Brockhurst,M.A., Bridge,S.H., Soyza,A.D., Smith,D.L.",2021-06-02T00:00:00Z,,Pseudomonas phage vB_Pae_BR319a,dsDNA,35343,United Kingdom: Newcastle upon Tyne,,Pseudomonas aeruginosa,lung,2015-11-15
NC_055794,"Gallagher,L., Broussard,G.",2021-06-02T00:00:00Z,,Vibrio phage Achelous,dsDNA,121089,,,Vibrio campbellii,,
NC_055795,"Beppler,M.A., Fryberger,R.B., Goli,R.S., Lavin,C.K., Miller,Z.T., O'Grady,A.J., Padmanabhan,P., Stezoski,Q.C., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage SmokingBunny,dsDNA,59454,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2017-01-10
NC_055796,"Bostrom,E.R., Castillo,G., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage VanDeWege,dsDNA,58972,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2016-10-01
NC_055797,"Weller,M., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Barb,dsDNA,59514,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2016-10-01
NC_055798,"Winkel,J.D., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Arri,dsDNA,58650,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2017-10-01
NC_055799,"Quan,S.L., Wnuk-Fink,K.M., Delesalle,V.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Valary,dsDNA,59448,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2016-10-01
NC_055800,"Powers,A.K., Sebastian,A.Z., Albert,I.U., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Brizo,dsDNA,120106,USA,,Vibrio campbellii ATCC BAA-1116,,2014-05
NC_055801,"Sutton,N.W., Sebastian,A.Z., Albert,I.U., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Pontus,dsDNA,128289,USA,,Vibrio harveyi,,2014-05
NC_055802,"Hoang,D.M., Hoang,S.M., Honjoh,K.-I., Miyamoto,T.",2021-06-02T00:00:00Z,,Staphylococcus phage SA46-CL1,dsDNA,17508,Japan,,Staphylococcus aureus,,2017
NC_055803,"Bortz,R.L., Kita,K.M., Kochhar,N., Kong,Y., Lee,J., Seppi,S.K., Wang,Y., Xu,J., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Galadriel,dsDNA,59400,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2018-09-10
NC_055804,"Hammer,B.W., Collado,J., Fitzgerald,H.N., Graziano,A., Haggerty,C.V., Kim,S., Ogunsemowo,I.H., Reddy,N., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Bakery,dsDNA,60468,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2018-08-20
NC_055805,"Jodoin,K., Mayers,V., Seuch,M., Thibodeau,M., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage RogerDodger,dsDNA,59122,"USA: Orono, ME",ME,Gordonia terrae,,2018-09-05
NC_055806,"Feith,S.L., Clifford,K.A., Elmore,F.L., Knight,M.S., Le,K., Lobaina,D., Nougues,D., Salama,A., Stoeber,S.D., Sweeney,K.J., Truong,T.G., Alvaro,L.E., Isern,S., Michael,S.F., Monti,D.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia Phage Lollipop1437,dsDNA,67311,"USA: Fort Myers, FL",FL,Gordonia terrae,,2016-09-01
NC_055807,"Dobson,M.N., Hadley,S.J., Hampton,T.M., Hipps,D.C., Hudgins,D.N., Hutchinson,A., Ivey,M.A.M.Q., Jenkins,M.G., Jones,T.L., Keegan,O., Lawhorn,S.C., Legette,A., Lovelady,J.P., Malone,S.M., Marincin,A.J., Mickler,T.R., Minyard,S.D., Moore,L.R., Morgan,J.P., Nelson,J.G., Noles-Ross,T.A., Park,L.N., Reel,B.L., Ricourt,A., Rowan,D., Samples,A.P., Satterfield,J.T., Schultz,J.A., Skinner,T.D., Skipworth,J.C., Smith,L.S., Snow,R., Spafford,R.D., Stevens,Z.T., Stokes,J.A., Strickland,W.S., Sudduth,Q., Tatum,T., Taylor,A.N., Thames,E., Thompson,S.L., Thurston,S., Ware,C.A., Warren,B.E., West,G.A., Williams,J.Y., Wortman,R., Monti,D.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Corynebacterium phage Stickynote,dsDNA,67086,"USA: Birmingham, AL",AL,Corynebacterium vitaeruminis,,2016-08-30
NC_055808,"Ellsworth,Z., Dibiase,D., Grasse,S., Grondin,A., Golas,M., Doty,J.A., Breton,T.S., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Se,D., Hatfull,G.F., Tolsma,S.",2021-06-02T00:00:00Z,,Gordonia terrae phage McKinley,dsDNA,59022,"USA: Farmington, ME",ME,Gordonia terrae,,2018-10-15
NC_055809,"Anderson,M.E., Poser,W.S.A., Smith,D.I., Mcgriff,A.K., Powell,E.A., Stamm,J., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Streptomyces phage Evy,dsDNA,132977,"USA: Waldron, IN",IN,Streptomyces griseus,,2018-09-01
NC_055810,"Green,N.R., Abercrombie,A., Adams,L.A., Holloman,R.L., Kumari,A., Thompson,L.T., Coomans,R.J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Nubi,dsDNA,58718,"USA: Greensboro, NC",NC,Gordonia terrae,,2017-09-01
NC_055811,"English,H.B., Fox,B.C., Houston,B.M., Koller,H.E., Salsman,M.A., Teasley,B.R., Vandoros,E., Korey,C.A., Tolsma,S., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Se,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage JuJu,dsDNA,54000,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2017-05-01
NC_055812,"Peister,A., Blumer,L.S., Blackman,K., Carr,J.L., Dickens,D., Fletcher,D., Gamble,W.J., Hope,M.A., Long,D.A., Muhammad,Y.A., Ralliford,J.O., Ray,Q.B., Ross,V.L., Sandy,N.A., Thrasher,M.V., Williams-Green,M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Se,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Obutu,dsDNA,69021,"USA: Atlanta, GA",GA,Mycolicibacterium smegmatis MC2 155,,2018-08-20
NC_055813,"Kempf,S.R., Brown,K.M., Pearce,J.A.A., Stamm,J., Powell,E.A.A., Mcgriff,A.K., Tolsma,S., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Se,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Streptomyces phage Braelyn,dsDNA,131234,"USA: Greenwood, IN",IN,Streptomyces griseus,,2018-10-15
NC_055814,"Bonasera,R.M., Korn,A., Newkirk,H., O'Leary,C., Gill,J., Liu,M.",2021-06-02T00:00:00Z,,Staphylococcus phage Portland,dsDNA,17711,USA: KS,KS,Staphylococcus aureus,,2015
NC_055815,"Aull,H.A., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Xula,dsDNA,48540,South Africa: Durban,,Mycolicibacterium smegmatis MC2 155,,2018-07-10
NC_055816,"Fong,R.M., Hays,E.G., Kim,K., Kina Wei,M.H., Lechuga,A.S., Lee,D.E., Ly,A.M., Patel,N.R., Sell,P.J., Yuen,A.G., Zhang,D.M., Reddi,K., Freise,A.C., Moberg-Parker,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Fireball,dsDNA,58924,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2016-09-01
NC_055817,"Pratt,D., Casey,M., Delaney,K., Garza,G., Hunt,M., Riley,S., Reid,J., Ettinger,A.-S.H., Ettinger,W.F., Fay,M., Mckenzie,S.K., Anders,K.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Jeeves,dsDNA,52466,"USA: Lacey, WA",WA,Mycolicibacterium smegmatis MC2 155,,2016-02-01
NC_055818,"Frappier,M., Nagle,A.M., Lula,M.A., Jents,M.B., Twichel,T.M., Kadrmas,T.K., Fleischacker,C.L., Balish,M.F., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Jabberwocky,dsDNA,59449,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2018-09-01
NC_055819,"Kotturi,H., Richerson,H.M., Pettitt,K.R., Sahi,U., Powell,L.J., Balish,M.F., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Keitabear,dsDNA,59759,"USA: McLean, TX",TX,Gordonia terrae,,2018-09-01
NC_055820,"Cotto-Pereira,A.M., Aviles-Rivera,I.N., Cartagena-Torres,H., Gonzalez-Negron,N.G., Millan-Laboy,A.S., Rios-Rosa,Y., Rivera-Cruz,A., Rivera-Espinal,N.S., Rodriguez-Cotto,F.E., Rosa-Flores,A.N., Fernandez-Martinez,M., Rubin,M.R., Vazquez,E., Washington,J.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Sukkupi,dsDNA,66184,Puerto Rico: Gurabo,,Gordonia terrae,,2017-10-01
NC_055821,"Buchholz,L.E., Cole,B.D., Fletcher,K., Johnson,A.K., Kutsi,R.N., Larson,C.S., Schacht,N.A., Steger,R.J., Totsch,A.C., Westholm,D.E., Balish,M.F., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage NadineRae,dsDNA,64714,"USA: Cotton, MN",MN,Gordonia terrae,,2018-09-01
NC_055822,"Cummings,J.R., Eaglin,Z.M., Kluemper,A.J., Powell,E.A., Stamm,J., Thompson,S.A., Tolsma,S., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Se,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Streptomyces phage Daubenski,dsDNA,133090,"USA: Evansville, IN",IN,Streptomyces griseus,,2018-10-15
NC_055823,"Cheng,M.",2021-06-02T00:00:00Z,,Acinetobacter phage VB_ApiP_XC38,dsDNA,79328,China,,Acinetobacter pittii,,2018-07-01
NC_055824,"Lin,L.C.",2021-06-02T00:00:00Z,,Vibrio phage phi50-12,dsDNA,68059,Taiwan,,Vibrio owensii,,
NC_055825,"Ahmedova,M., Atamian,C., Chen,B., Chen,Y., Chow,W., Gordon,B., Kaur,K., Kaur,P., Khan,D., Maghsoudi,A., Neela,N., Ogbozor,J., Pirtle,M., Polycarpe,V., Raza,Y., Seepersaud,D., Tabaquin,P.J., Thakur,D., Tyndale,R., Vasconcellos,B., Zhong,V., Golebiewska,U.P., Gurney,S.M.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage LilMoolah,dsDNA,58136,"USA: Charlotte, NC",NC,Mycolicibacterium smegmatis,,2017-09-09
NC_055826,"Rihtman,B., Puxty,R.J., Hapeshi,A., Zhan,Y., Michinevski,S., Waterfield,N.R., Chen,F., Millard,A.D., Scanlan,D.J., Chen,Y.",2021-06-02T00:00:00Z,,Bacteriophage DSS3_VP1,dsDNA,75087,,,,,
NC_055827,"Nicke,D.S., Risi,M., Mitchell,L., Tubman,A., Guild,N.A., Fillman,C.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage DirkDirk,dsDNA,68021,"USA: Boulder, CO",CO,Mycolicibacterium smegmatis,,2017-10-01
NC_055828,"Guerin,E., Shkoporov,A.N., Stockdale,S.R., Khokhlova,E.V., Clooney,A.G., Daly,K.M., Draper,L.A., Ross,P.R., Hill,C.",2021-06-02T00:00:00Z,,Bacteroides phage crAss002,dsDNA,93030,Ireland,,Bacteroides xylanisolvens,feces,
NC_055829,"Giacobe,N., Brown,L., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Bennett,dsDNA,126552,USA,,Vibrio harveyi,,2018-07
NC_055830,"Luck,C., Lieb,S., Broussard,G.",2021-06-02T00:00:00Z,,Vibrio phage Chester,dsDNA,126550,USA,,Vibrio harveyi,,2018-07
NC_055831,"Llanos,C.D., Bardales,J.",2021-06-02T00:00:00Z,,Escherichia virus NBEco003,dsDNA,166579,,,,,
NC_055832,"Hryckowian,A.J., Merrill,B.D., Porter,N.T., Van Treuren,W., Nelson,E.J., Garlena,R.A., Russell,D.A., Martens,E.C., Sonnenburg,J.L.",2021-06-02T00:00:00Z,,Bacteroides phage DAC15,dsDNA,99494,Bangladesh: Dhaka,,Bacteroides thetaiotaomicron,,2015-11-08
NC_055833,"Olsen,N.S., Hendriksen,N.B., Hansen,L.H., Kot,W., Forero-Junco,L.",2021-06-02T00:00:00Z,,Enterococcus phage nattely,dsDNA,85669,Denmark,,Enterococcus faecalis,,2017
NC_055834,"Olsen,N.S., Hendriksen,N.B., Hansen,L.H., Kot,W., Forero-Junco,L.",2021-06-02T00:00:00Z,,Enterococus phage vipetofem,dsDNA,85371,Denmark,,Enterococcus faecalis,,2017
NC_055835,"Holtappels,D., Rombouts,S., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Xanthomonas phage FoX1,dsDNA,44763,Belgium,,Xanthomonas campestris,,
NC_055836,"Holtappels,D., Rombouts,S., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Xanthomonas phage FoX2,dsDNA,44086,Belgium,,Xanthomonas campestris,,
NC_055837,"Holtappels,D., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Xanthomonas phage FoX3,dsDNA,44153,Belgium,,Xanthomonas campestris,,
NC_055838,"Holtappels,D., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Xanthomonas phage FoX5,dsDNA,43872,Belgium,,Xanthomonas campestris,,
NC_055839,"Holtappels,D., Rombouts,S., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Xanthomonas phage FoX4,dsDNA,60418,Belgium,,Xanthomonas campestris,,
NC_055840,"Holtappels,D., Bomans,J.P.J., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Agrobacterium phage OLIVR1,dsDNA,75576,Belgium,,Agrobacterium,,
NC_055841,"Holtappels,D., Bomans,J.P.J., Lavigne,R., Wagemans,J.",2021-06-02T00:00:00Z,,Agrobacterium phage OLIVR5,dsDNA,151073,Belgium,,Agrobacterium,,2018-08-08
NC_055842,"Angtuaco,S.E., Chung,R.C., Hung,A.H., Eghdamian,A., Zhu,L., Shaffer,C.D., Weston-Hafer,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Streptomyces phage Bmoc,dsDNA,132885,"USA: St. Louis, MO",MO,Streptomyces griseofuscus,,2018-09-01
NC_055843,"Fleischacker,C.L., Nagle,A.M., Lula,M.A., Frappier,M., Jents,M.B., Twichel,T.M., Kadrmas,T.K., Le,J.T., Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Evamon,dsDNA,58460,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2016-10-01
NC_055844,"Zhao,X.Z.",2021-06-02T00:00:00Z,,Yersinia phage vB_YpM_22,dsDNA,31809,,,Yersinia pestis EV76-CN,,
NC_055845,"Zhao,X.Z.",2021-06-02T00:00:00Z,,Yersinia phage vB_YpM_46,dsDNA,32336,,,Yersinia pestis EV76-CN,,
NC_055846,"Zhao,X.Z.",2021-06-02T00:00:00Z,,Yersinia phage vB_YpM_50,dsDNA,31096,,,Yersinia pestis EV76-CN,,
NC_055847,"Brown,Z., Glynn,A., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage River4,dsDNA,128425,USA,,Vibrio harveyi,,2018-07
NC_055848,"Bettwy,K., Griggs,A., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage AG74,dsDNA,126504,USA,,Vibrio harveyi,,2018-07
NC_055849,"Pham,A., Remaly,G., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Cody,dsDNA,126683,USA,,Vibrio harveyi,,2018-07
NC_055850,"Woodside,B., Quinn,D., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Quinn,dsDNA,127684,USA,,Vibrio harveyi,,2018-07
NC_055851,"Chatterjee,R., Staats,A., Broussard,G.W.",2021-06-02T00:00:00Z,,Vibrio phage Athena,dsDNA,127019,USA,,Vibrio harveyi,,2018-07
NC_055852,"Hoetzinger,M., Nilsson,E., Holmfeldt,K.",2021-06-02T00:00:00Z,,Flavobacterium phage vB_FspP_elemoA_7-9A,dsDNA,61691,Sweden,,Flavobacterium,,2016-06-07
NC_055853,"Hoetzinger,M., Nilsson,E., Holmfeldt,K.",2021-06-02T00:00:00Z,,Flavobacterium phage vB_FspP_elemoF_6-3D,dsDNA,59846,Sweden,,Flavobacterium,,2016-06-01
NC_055854,"Hoetzinger,M., Nilsson,E., Holmfeldt,K.",2021-06-02T00:00:00Z,,Flavobacterium phage vB_FspP_elemoE_6-9C,dsDNA,59979,Sweden,,Flavobacterium,,2016-06-07
NC_055855,"Hoetzinger,M., Nilsson,E., Holmfeldt,K.",2021-06-02T00:00:00Z,,Flavobacterium phage vB_FspP_elemoD_13-5B,dsDNA,60393,Sweden,,Flavobacterium,,2016-06-03
NC_055856,"Harb,P.C., OLoughlin,J.P., Otto,A., Pfleuger,H., Reese,A.E., Shuff,O.J., Daniels,C.J., Breitenberger,C.A., Ball,S.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia Phage Barsten,dsDNA,59501,"USA: Columbus, OH",OH,Gordonia terrae,,2019-09-01
NC_055857,"Bourett,C.E., Perrotta,M.C., Suriano,S.G., Warburton,E.J., Neely,M.N., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Jambalaya,dsDNA,57764,"USA: Orono, ME",ME,Gordonia terrae,,2019-09-25
NC_055858,"Vorhees,N., Tucker,A.R., Stephan,M.R., Stalions,G.A., Riebschleger,D.L., Petouhoff,A.M., Paluch,K.V., Lockett,T., Koorndyk,N.D., Koehl,A.J., Johnson,H.K., Hood,S.A., Currier,J.K., Covert,A., Bojanowski,S.E., Bilisko,A., Bartz,C., Beck,A.M., Sievers,M.T., Stukey,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Gail,dsDNA,53702,"USA: Grandville, MI",MI,Mycolicibacterium smegmatis MC2 155,,2014-09-01
NC_055859,"Harms,R.C., Peters,T.J., Caliman,L.A., Cobb,H.A., Perera,R.I., Repa,T.A., Saffaf,H., Stevens,T.L., Terry,B.R., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Paries,dsDNA,60127,"USA: St. Louis, MO",MO,Gordonia terrae,,2019-09-25
NC_055860,"Baliraine,F.N., Frederick,G.D., Handley,H.M., Nunez,C., Winikka,S.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Mycobacterium phage Heath,dsDNA,69258,"USA: Longview, TX",TX,Mycolicibacterium smegmatis MC2 155,,2019-09-21
NC_055861,"Contreras,J.L., Costner,A.B., Hewitt,K.A., Kessans,D.L., Martin,J.A.K., McCain,F.J., Pittman,S.D., Reese,M., Reddy,P.S., Thomas,M.J., Thota,A.K., Vo,W., Bates,T.C., Wisner,E.M., Molloy,S.D., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Portcullis,dsDNA,58364,"USA: Grand Rapids, MI",MI,Gordonia terrae,,2019-09-22
NC_055862,"Li,C.",2021-06-02T00:00:00Z,,Vibrio phage ValB1MD-2,dsDNA,36616,,,Vibrio alginolyticus,,
NC_055863,"Godoy,B.A., Yao,G.W., Guadalupe Vizoso-Pinto,M., Gonzalez,C., Gill,J., Liu,M.",2021-06-02T00:00:00Z,,Burkholderia phage Mana,dsDNA,38038,"USA: Champaign County, Illinois",IL,Burkholderia gladioli,,2018
NC_055864,"McAllister,N., Young,J., Gollmer,S., Bannister,O.B., Bush,M.C., Haubner,S., Krishnamurti,J., Malandra,H.A., Paule,J.S., Scott,J.D., Tumandao,C.P., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Love,dsDNA,60042,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2019-09-01
NC_055865,"McAllister,N., Shin,J., DeCesaris,R., Khan,R., Maida,M.R., Meek,G.M., Nagarkar,R., Neopaney,A., Oviedo,V., Yang,K.S., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Azula,dsDNA,53622,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2019-09-01
NC_055866,"El-Telbany,M., El-Didamony,G., Askora,A., El-Shibiny,A., Ariny,E., Connerton,I.F., Abudalla,D.",2021-06-02T00:00:00Z,,Enterococcus phage AE4_17,dsDNA,18477,Egypt,,Enterococcus faecalis,,
NC_055867,"Bortz,R.L., Bai,C., Brody,A., Douse,D., Feder,N.M., Fischer,E., Kim,I., Kornbau,S., Malek,C.E., Menendez,J.A., Moore,R.J., Pinkovsky,V.I., Raghavan,D., Reznik,A.S., Sciarra,A.R., Starinsky,S.F., Vaughan,O., Walker,S.E., Wiemann,J., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-06-02T00:00:00Z,,Gordonia phage Clown,dsDNA,58203,"USA: Pittsburgh, PA",PA,Gordonia terrae,,2019-09-01
NC_055868,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr50_1,dsDNA,98826,Ireland,,,feces,2015
NC_055869,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr55_1,dsDNA,98340,Ireland,,,feces,2015
NC_055870,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr107_1,dsDNA,93787,Ireland,,,feces,2015
NC_055871,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr106_1,dsDNA,101662,Ireland,,,feces,2015
NC_055872,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr118_1,dsDNA,92600,Ireland,,,feces,2015
NC_055873,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr1_1,dsDNA,99882,Ireland,,,feces,2015
NC_055874,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr3_1,dsDNA,91101,Ireland,,,feces,2015
NC_055875,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr10_1,dsDNA,99985,Ireland,,,feces,2015
NC_055876,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr11_1,dsDNA,93559,Ireland,,,feces,2015
NC_055877,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr8_1,dsDNA,92668,Ireland,,,feces,2015
NC_055878,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr108_1,dsDNA,101437,Ireland,,,feces,2015
NC_055879,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr110_1,dsDNA,89781,Ireland,,,feces,2015
NC_055880,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr111_1,dsDNA,102434,Ireland,,,feces,2015
NC_055881,"Shkoporov,A.N., Stockdale,S.R., Guerin,E., Ross,R.P., Hill,C.",2021-06-02T00:00:00Z,,crAssphage cr112_1,dsDNA,102301,Ireland,,,feces,2015
